left	right
66230	13498
7660	3247
92580	68602
83186	87874
52364	3196
78406	61646
82192	78602
19921	25861
51453	31821
27789	81053
89645	7847
44181	88532
4917	69169
73364	18833
36277	38807
20720	94369
48099	3967
26812	49400
2840	514
27172	16873
93860	63026
91405	42310
76177	17420
20076	17913
44125	1530
50068	12117
2556	39875
75077	34870
63719	40806
62985	32437
46555	72261
95823	78961
97734	18240
90424	19661
72756	1210
94363	37549
39986	42233
82190	51833
62528	41380
34836	97527
74852	81528
98630	58966
29799	3332
59361	35068
382	81246
61365	64366
3948	25016
8133	18900
8044	33312
76393	87329
58554	15528
41815	84421
49210	78932
63022	42972
16237	54686
25793	50381
85638	2509
28246	21829
48415	18628
34810	48638
20034	6379
11586	20339
10996	628
30191	52605
14824	89391
18981	40599
27848	22730
81931	10890
69417	56619
82256	59101
68527	17600
16486	23701
2022	3330
31873	15972
10833	30685
87127	67099
57734	32379
43748	4823
91470	82879
34170	53048
27878	88961
75956	69142
66420	35978
85709	97979
5140	64369
39907	20576
28478	79571
42070	57753
92803	48333
42094	47981
79210	81416
36764	39100
46711	85099
98815	89083
25379	65026
12866	9094
20342	38808
76999	48833
24047	58286
27861	51611
13513	4783
63379	20992
62295	73901
64603	28815
24285	34730
75919	98105
12092	93549
27171	3473
11207	77077
71598	34260
30424	51970
93826	51093
45021	49480
91862	86031
75048	8249
1713	20887
82614	19437
41192	86339
18638	4123
99422	73997
68722	39306
43231	69705
53398	74211
51361	40628
66523	28930
5964	7890
35832	70804
29952	21925
98237	27560
50288	57821
22440	75432
40880	35034
62887	82452
97020	33983
70145	46056
24534	9557
33979	72905
28763	99399
50580	99472
4985	43299
41624	91276
4342	31132
76858	21860
70454	78092
71708	78596
14842	2280
63077	94595
12261	89694
12903	26417
54580	14725
36119	73560
23784	16395
46664	87413
30841	27117
15635	98287
39745	10086
27885	41361
9088	70937
95363	5243
64232	20981
18147	47069
3341	80202
70890	84084
14505	82442
3403	72092
79471	58305
16182	92088
86575	13776
42164	52599
21388	6995
44765	33966
35396	78020
40852	65920
53816	75457
67674	95868
34903	9591
91793	29346
69119	67740
87651	47440
45785	61273
98876	28848
68456	1657
27295	4907
38099	38211
84309	22586
25145	48430
10516	60603
82384	82531
87195	82973
93706	74201
88921	46055
74222	39469
14679	9203
48948	51631
54589	65620
72968	10857
43118	90278
81339	45184
16160	19436
64514	51743
23584	87027
44606	68602
39994	81398
28276	41151
55524	327
2954	51081
8276	42721
98868	17408
83066	43890
83016	68715
4493	59341
14046	27715
94035	8009
66222	67270
38566	87213
29064	25488
12438	57617
75773	87679
28956	53782
94852	10693
62722	99021
7239	94808
45450	8576
69720	17718
53327	92018
53956	71148
94515	57112
15197	25384
81845	70170
56647	70609
39161	13885
65504	13312
84497	27387
75707	59061
58361	15575
8342	90591
84975	48570
14520	56392
44139	5303
13524	96279
81762	23866
82653	91807
57860	45206
96753	31654
73847	46382
83253	14943
57735	92329
4440	8623
59470	51354
3660	50740
57367	94715
6072	91824
5573	59915
22956	8443
47415	1612
73458	79634
33314	58867
86040	85734
80575	15082
19809	6445
56763	70290
26016	57073
25211	70082
46045	37618
77262	45327
61018	24046
19763	98568
11409	43568
72731	40316
81890	25189
14904	18507
79485	49332
44852	81237
27669	22781
62678	58775
24094	80353
22692	77656
96862	54306
55354	59549
97370	14514
17425	77559
2749	2858
55133	30496
91084	28876
3587	25943
40398	59208
74921	80877
42464	46526
60087	98128
92149	54229
68142	70675
89717	6212
21039	21760
35053	81471
96203	5738
72884	74649
38600	67911
28637	43382
12500	23270
59700	94186
45152	13779
23428	88719
76510	24421
83111	38978
74230	87279
57030	95779
9473	12287
93386	54901
77082	38527
97708	76316
77125	61179
25825	13473
60622	36225
90139	59937
70598	33879
67027	71971
41466	51082
88486	56754
23150	71259
68129	27168
35454	19516
59350	16531
58411	76056
23992	50541
1165	86534
59579	97976
10301	99530
19510	53804
46547	76553
67651	1338
73752	39788
61736	67903
92787	13184
5257	18791
88125	86809
57873	37593
5027	10517
74582	92386
67277	21487
38950	31571
42706	81888
80417	73584
57316	58908
94893	30491
79119	54139
29677	82580
80721	11999
39314	80631
28841	91852
36002	48666
48770	29906
8556	35145
57663	1535
73064	84159
77235	44204
87839	83759
11737	56655
14685	85797
94026	25424
71602	48228
6276	42476
63583	97803
51300	59852
83654	66842
16125	98611
63870	74115
84037	28282
62449	25718
52953	14434
59676	32769
77097	36251
58265	87239
84071	20520
18657	73373
84035	12367
46361	74704
84517	97237
5942	4472
4026	74687
45420	52548
68415	46448
60977	79797
41556	43493
57758	68839
46300	96605
41782	90762
93029	15115
72972	71247
35342	16545
43439	6481
43766	88091
20077	33811
47752	4326
56661	12301
43688	15019
49067	95650
75587	72699
58587	71873
20668	89326
97119	92966
29593	86379
92983	76638
82375	42506
43120	78877
4915	99811
37555	39195
24278	17089
5970	77114
4681	30678
53392	51481
63965	36105
92986	40859
45643	58277
38530	58313
19076	9639
82208	62408
56462	88636
95716	91370
62092	7903
88249	80103
13878	7514
39790	39830
19845	85958
7786	28295
7062	92146
85330	66727
94437	11943
35710	28010
31843	56668
7668	8365
28117	46918
9791	6545
50697	90281
36151	40987
61844	21585
26296	14836
99772	13334
61485	84781
8731	57320
34631	47693
81476	37504
25882	52936
79275	87190
35605	23760
35720	78818
18296	89827
80253	34245
12143	11175
49746	39378
66825	60187
66742	5749
39880	15321
91423	34978
79841	3929
2301	17560
13159	42833
17745	55430
22163	56456
24864	48794
29629	50116
47964	80799
9709	20838
82195	32658
76700	17399
4949	25066
71049	89055
60922	47271
38407	8631
70548	25248
2936	36227
59565	56998
83335	80223
84712	93248
85751	44175
65010	62013
66496	68693
14794	39293
18661	77325
94551	4186
73442	83427
22645	84518
96588	95237
55436	53695
14936	60206
42112	21310
14261	44639
56499	13501
81429	82768
44066	8559
30231	893
23253	47166
81996	44211
38759	6258
32658	62945
21055	63145
58688	65011
51059	17070
49866	96677
85656	1151
14313	94271
85646	38672
22166	21267
24548	50036
55598	91950
40966	14365
15412	34436
76281	97957
18758	99694
29568	91576
79418	63839
86287	1947
1313	49731
2081	49190
72620	29449
90859	92630
55511	25615
14455	52304
75320	6978
29371	27741
69751	73140
42455	51847
58862	36066
56992	2416
76127	79649
29912	83278
12025	22842
27125	39538
26221	75114
50585	33419
13224	20712
4316	28365
91571	81325
48637	52360
25740	44983
65129	8298
4933	67982
84887	99395
76443	58733
79496	92651
18088	13589
46943	33291
99455	78586
14749	11427
30019	11538
95885	90549
81918	98928
3070	40505
9989	24305
3173	96201
81596	96797
38379	16489
56995	37080
46630	33972
160	95156
18064	15034
28560	81885
80875	66286
21457	5022
48732	72803
32671	22141
15593	5924
33471	1929
47049	34514
56745	68153
32453	44173
91758	31028
20464	1535
87834	72980
41734	14794
238	95124
85070	96704
36659	73108
96667	46215
31837	97126
82148	50683
33603	65595
97590	15696
99404	18083
36226	36564
44694	50628
23314	95205
75659	12293
89186	95746
46416	90672
16	84662
38942	85112
13798	40420
57012	21815
36626	1559
68941	9712
29434	71668
63306	54985
2785	32165
98430	27164
74638	18862
73077	18863
48847	36472
7624	81516
41532	98410
25207	84953
22286	98147
56712	57363
6665	4075
3963	97262
12069	64951
92568	62049
26067	52135
60965	3027
61129	7657
94100	96850
70165	52407
83277	51937
81233	79453
21562	83764
81019	89272
14207	28958
45414	91702
44684	40729
65886	11358
73218	69558
41908	42102
63874	18459
35907	44382
45219	39357
43964	20004
9422	38940
25592	17870
9519	37658
11035	22047
78015	22272
62959	27532
78432	43223
78919	52151
27680	86785
86936	56614
68246	39385
52316	61216
78249	87716
25430	5408
47778	74030
71588	50545
324	96914
24619	68103
77088	28362
16285	17237
7811	55119
27324	63412
28573	4837
72485	52954
30920	60246
99042	68552
58837	57159
25124	15254
22257	73988
8506	36738
49147	22064
88498	17585
14079	9726
42362	9395
48631	87700
27421	50535
60629	26693
29099	84431
61580	72261
7014	70418
81572	31765
96653	85528
23050	5728
41472	69810
36004	61063
12037	13968
11660	53788
95143	37011
58455	2712
54754	76543
30110	83825
79414	46137
43994	54571
80194	31609
37796	18098
311	21976
99608	45876
17736	93591
69690	76092
73342	65188
38490	99434
63575	65064
54128	15306
2872	33518
25534	96761
76381	89415
55413	33032
37289	29891
58787	3467
24982	68009
4947	4755
93469	588
18252	47665
21893	21576
78276	76868
93770	34581
28268	60216
76117	83041
55926	7134
66633	90327
63864	99015
5318	95525
37663	21064
4905	8998
71273	95726
96166	59915
69228	30058
78616	22792
12981	77450
78871	84203
39543	46789
53565	80379
16206	43966
81031	52353
80203	10455
97067	92264
48268	66337
55707	8717
38160	66965
84129	58970
72879	82706
23049	23227
84467	60799
78267	30009
59496	58354
39612	84688
75231	98925
47623	1049
94515	33605
80368	46139
39587	12426
60222	20604
92249	68586
70913	21181
49111	49770
81640	85801
33072	40137
59494	96124
45751	26934
52546	37156
53179	76154
52751	1697
42705	23549
80066	6769
46606	92372
23132	3493
46037	96525
91190	38500
55321	73271
14420	40045
27366	7924
11042	38549
95136	27645
63769	4516
47727	61229
59494	43352
25112	29484
85165	66916
82003	58446
43378	37022
46281	90346
21555	42203
86857	26555
88291	29010
36464	94900
15746	63791
91976	17210
86269	82276
68677	14504
15031	25955
22230	74790
64870	38397
48093	63442
93047	68161
57013	93753
8743	43636
27948	42473
10196	94584
832	87294
95308	6029
23373	23598
72716	9522
95048	64672
67438	68278
18924	51208
86862	66400
30955	23935
34063	90666
39354	7535
60742	8517
63078	86969
19317	71669
68170	19462
65875	26799
57694	28924
1484	53464
74843	53047
53916	25798
70532	67387
10108	47297
15807	48169
37517	96598
3301	56220
39879	9122
17921	97030
44546	18974
19186	92004
89682	34605
75778	23844
56672	62036
33153	56329
91507	43913
60958	85050
44763	8065
29469	46330
1142	57379
43556	14180
41518	17503
8614	87055
93405	70015
44674	81432
55413	39234
73976	41272
61565	85693
72323	99618
43573	23036
18995	87857
59519	89590
5295	94755
25996	10853
31435	64451
84330	26325
13546	50141
58191	87103
81543	24201
6354	44714
58182	72444
1191	8034
56778	32561
95815	28046
12703	15252
15019	12914
55897	51303
82067	33223
63013	62726
91134	45497
61297	95801
93870	46322
52017	89767
76971	37311
9735	77360
177	29603
7406	69046
97354	13706
5663	20022
78775	91888
26750	97435
41857	73234
44250	7815
25425	38135
34469	35834
83110	44860
63941	62150
20764	63362
15203	26959
6441	55419
90026	11758
25166	85126
49623	52158
76725	64441
99446	81465
5632	80905
91808	78586
71350	64910
96197	7166
30442	73446
75963	47854
10086	53105
13809	95841
56703	62593
82768	75606
82159	96477
29871	10849
69170	12553
92868	13273
35313	26625
3855	49296
16471	29956
29635	84854
5753	45554
42243	70672
15990	85370
56193	29540
41868	58385
50148	33969
77157	28649
19347	43637
93147	3519
98867	89738
11909	98369
9562	6412
95999	40375
44801	22662
85805	13899
71016	87747
14100	1807
51933	44690
68032	79669
74591	51535
4248	52547
95897	54826
96185	19173
71111	4908
23095	97491
35898	22842
37230	23621
70820	40259
1784	66397
79581	89789
56908	44088
69687	54302
79445	69783
95579	87058
82365	96716
41420	33525
12330	55102
10719	29123
43648	650
63297	72628
66922	85322
10740	54400
15930	35447
70306	77174
15280	27440
39606	10639
39228	21152
12184	87568
80497	9924
58586	26051
51136	3280
59791	71957
96286	25872
14679	19958
44194	92121
71955	37988
30595	34045
79852	6890
61894	81389
92080	58135
42463	35449
77826	40643
84089	95234
96058	69452
59697	59024
2989	26837
72765	31273
93084	67445
13804	91174
32856	36564
59585	16172
47017	27726
50030	89335
88552	54851
16001	42914
70009	48168
42819	35890
13185	45906
47848	94936
15630	67187
63634	85018
73424	87040
58954	12670
36178	74429
79283	73602
23459	42184
16193	81486
22986	21838
11193	97456
50001	14566
74353	64055
41200	27741
86528	1946
65015	22405
51236	77968
42838	30649
44836	14939
62868	46155
4173	95308
36992	82978
95629	27059
88888	64822
56290	47944
30787	42031
42083	91398
52614	19341
66509	8804
88318	93902
24030	40841
77	1807
42575	80079
47052	61502
7326	32335
68419	91058
97982	9469
3578	97303
15421	12192
80292	74339
55509	80433
79434	27048
4234	32568
7130	42626
2206	201
53577	8000
81726	15561
79788	86898
14365	24789
18226	39300
67551	29963
95572	62879
77705	8261
54092	77586
5732	86192
53246	75025
81531	87179
52108	34818
47842	20894
15653	77228
10360	21381
46521	2121
11772	89915
20525	44943
39462	29797
62303	91289
8420	27321
74578	90025
36491	23529
48735	30498
10254	53802
8258	20919
54119	66247
5512	65580
53399	96994
99229	15941
43648	42122
49441	49165
80860	82772
10789	18961
9482	58573
14223	14290
12260	7047
89541	76465
66547	99287
97266	75554
81742	88127
9509	8444
77485	3074
88001	80271
66355	18833
60033	28333
86890	88224
34963	65154
92747	69670
25503	58212
48283	94704
55427	71800
37354	34693
63361	86294
42437	77878
41406	2399
17954	80791
73632	43814
90673	2587
87238	96830
43597	41563
36876	44146
47868	68955
21270	5247
56488	70884
98074	24036
34502	72447
59369	28692
18327	93382
5725	21875
29254	28435
32603	28364
8942	5579
36133	23858
83797	9985
70150	97670
70940	15173
44921	88366
72537	69875
53343	93685
12259	27720
70458	21887
38796	15511
84376	35723
87284	70485
84391	40425
9389	75725
4330	7445
29578	4588
65041	49854
31237	70223
27043	19912
65871	12938
75591	33949
8319	63446
30460	42756
99455	50995
75768	10328
26725	9021
84493	22883
60043	47031
38346	83824
33146	90963
47150	53590
73044	10699
19488	18372
95304	30698
30758	79060
92486	63446
49172	87189
68695	29962
66896	64399
15503	39067
54837	95841
43695	89570
20322	58699
36107	34217
11209	75714
43953	15169
17594	48473
16293	11156
31036	21200
59240	71
37885	58707
59202	69476
41044	60581
53993	82574
92194	79030
82535	60989
90179	1821
10680	3104
92253	34130
55406	57521
59642	57377
70804	45096
52289	57530
10631	86237
95061	16201
84344	93939
17572	27440
22056	5022
38807	79188
22331	9913
2464	27080
81452	80090
71575	56762
90823	28672
96991	10727
40429	87085
83762	87508
50166	15900
94129	51848
1677	64753
2695	75310
31841	24623
6751	51789
27788	50704
58753	60049
96821	62685
11010	57223
31232	81753
12969	78788
98410	14928
81873	23671
20700	2264
92953	42918
57242	15211
71021	93971
21392	85152
38919	83011
6217	36914
86884	82948
21114	47318
30459	1439
58236	58506
86536	75135
53961	83117
47786	83010
83444	51658
49710	65748
6773	78875
54776	7724
81266	92189
27020	5401
9234	75524
36549	93152
57601	49501
80222	87872
48173	79926
75465	44049
93071	67401
2467	3876
46277	72265
8053	91587
51616	21994
74961	9670
34990	38171
83931	83071
26883	54019
38501	7662
99936	20668
64348	69063
88396	78569
45484	44772
67836	18760
45607	93164
29440	76057
17208	86240
87886	73070
25774	80982
66737	82818
29914	66337
83505	30937
27874	36818
64326	78565
20191	9646
34360	49789
57672	85189
16595	24118
27198	99343
45708	5503
43262	38869
16062	53267
50941	5242
68292	489
62120	88371
74089	9789
10260	58581
55030	4435
50590	34461
16908	85663
16451	10810
82915	6082
8567	34460
39594	42331
34746	86136
7615	31695
34608	73687
73978	30311
86694	73003
14561	64737
40097	36071
556	12566
19177	4356
41697	34270
10258	24636
12003	53356
84078	81023
80830	23392
42894	53334
6028	61713
67787	54331
7319	65977
88027	7606
36952	25759
43070	98017
69168	52227
96715	29917
67131	85133
3249	63718
61680	11557
66150	96290
61191	62938
40854	78411
50838	95792
85198	66613
81189	77095
75215	52093
42560	65692
502	9365
37859	36137
22280	96552
86944	47700
30020	9387
83922	80685
55741	34239
7328	31585
22331	95121
38675	85422
16502	3750
54047	62697
23456	56106
92405	4531
67125	83049
29030	10545
38546	19690
4154	17215
15195	40025
18561	22438
66293	24371
64275	13780
93258	49201
81567	24557
45400	91446
49261	12058
49402	38913
41022	31590
72674	77459
6825	59632
1504	78070
1081	670
73867	20254
92815	84581
95989	90321
97974	82983
14183	8040
79430	21740
97466	5942
2949	355
41460	15478
97346	40881
44626	8266
82891	70998
37625	76768
65530	32422
44755	9033
84086	94301
1634	83880
36445	72163
15160	73630
2781	53530
26132	46842
73149	92869
26638	88771
76650	62236
47789	20426
81607	28049
93923	17916
39432	59202
76124	79123
32094	72532
36957	59120
76690	47574
16366	13084
60730	18922
75402	14066
76759	29414
69580	85533
294	29490
35066	738
6731	3507
75638	37023
26772	90902
62327	44768
47093	77440
90901	8353
96287	53592
64804	22891
70900	77557
31004	12175
14736	76382
66733	77736
83421	63219
48013	13420
30835	81153
43911	87735
84894	33277
64079	28002
18800	50587
52209	6447
83544	7299
48744	72352
11350	89853
66164	46305
88553	54037
23987	84727
22621	85118
65067	90379
80361	7156
63822	76663
33992	77101
35445	87339
42102	72209
27673	89870
41374	98571
67260	35015
58738	96077
92676	39125
56038	20631
68647	45527
72460	12029
19432	89122
56024	57848
58828	63134
71812	66503
22054	52577
77000	32723
51084	90517
8717	4089
84550	99082
83619	38899
60804	34273
42858	38463
77597	88604
68539	45889
71910	89835
53048	86453
35200	73747
33532	32699
18864	35832
17901	50169
38356	69089
29920	8678
43160	59613
33069	41863
85266	52823
78034	97131
49821	32801
5542	20683
53711	39482
10705	41157
19540	65457
30179	90023
99498	32047
14983	78062
62607	113
18260	33996
26183	53158
63279	33581
97479	76127
66098	50805
41408	23041
30307	91497
74135	72846
64412	60489
12449	80871
88047	11207
97352	92934
91846	10016
1405	52647
58913	68915
9751	33361
95899	38380
56324	50825
23972	95000
57152	95658
40020	88462
95274	26950
71481	42493
27132	94988
27371	72336
96733	72405
65066	39788
41710	15470
1023	42348
38749	92138
88953	86885
46197	80072
31782	17211
57310	20346
70960	30605
40229	79730
54930	33129
16316	31269
17171	57559
61696	46967
44800	33978
46884	12197
81991	42316
71340	60889
45371	12264
88864	2068
21249	43653
68706	29502
77692	90913
81979	99483
71456	88486
34494	52517
26991	6388
48111	50319
57365	6962
5231	92787
8542	36394
98067	91905
77671	71094
44673	51285
85413	92079
31948	52241
20682	94861
94173	86309
60464	3319
83974	73310
82776	45199
95059	56692
7999	83337
38435	76146
23712	40863
5016	87150
11893	40375
95481	25303
82288	65260
74003	8269
82022	79756
37760	76088
4429	96691
84748	70079
85975	12315
44757	49702
72994	37097
80851	85732
99055	91551
59799	93101
56394	7980
1890	33631
59909	64603
95673	51185
67716	97702
8001	2072
1310	8699
13405	43753
84889	89359
82537	84184
29211	95819
73200	48712
63567	87436
58522	65572
80451	9902
38548	68480
76450	63309
47534	48652
61129	42719
27467	48128
13153	46482
14956	5795
36404	4345
76345	44106
47231	92469
33921	48091
32380	15001
92552	64226
8054	62359
96652	47346
30967	31116
65732	87153
43785	54253
41948	4929
67250	72034
61856	82913
85143	80315
73244	11604
72847	69428
52285	22766
77508	880
29869	66067
29406	90745
84750	70950
35379	2729
49627	85353
54970	53894
78370	61807
66210	46315
98106	23765
12272	56231
92065	8436
85171	26573
21689	21440
61962	18326
44173	79873
11300	54555
52189	74181
83959	23874
86451	60832
67204	12339
63748	80487
44742	21777
91812	92262
90015	13027
27153	15958
26026	37783
74668	43174
8991	97487
41339	10853
34571	55887
85164	41722
80817	88278
43623	77869
79528	88400
3123	40261
94225	81958
3776	15257
45850	36780
95629	64993
76120	36391
68431	41182
54046	95985
10804	46818
5742	77831
82031	34881
55939	15709
23216	57989
20336	81979
87608	19736
81918	70852
1384	24100
80848	45301
29245	75741
38276	69009
28340	11788
86478	44967
63898	35977
83163	2698
53963	45977
89024	11056
91534	70223
3096	7381
72789	76880
10439	85599
56603	53957
7801	35063
56885	10642
7532	49972
20667	24163
62753	13569
35496	96229
37794	10276
29108	45322
13401	20196
12262	41749
54436	15830
28095	88125
24371	99277
45394	25122
54703	20280
27554	5851
69451	30312
59828	27983
8421	33093
68831	2449
93470	57431
42029	58809
40869	48745
39319	53788
86721	65482
83791	62798
74626	92090
32139	4138
22472	90808
86292	55918
93915	90878
47932	52739
49836	24181
41964	43778
5852	27792
30628	9246
51818	22727
8735	85557
96753	45155
35704	91180
40944	27777
57858	89912
33567	361
36012	10760
24586	15771
91404	85261
9222	15236
13965	11089
34804	61959
61044	10129
97833	30585
7415	56272
27405	80408
38084	25628
51042	49423
24117	59624
21905	25591
62192	92140
75242	18483
41862	13999
12103	79991
25869	78280
31082	16635
40859	757
18171	54324
35569	46440
72718	75805
53722	43736
78162	90079
1479	36668
33774	51980
32644	80494
99402	75995
52182	63319
21079	63665
84572	69876
29584	57082
89269	39009
46463	7874
5944	9730
92543	93737
13432	94875
69109	46928
36635	58913
76993	30640
44027	28812
81707	13486
41865	61140
90084	54533
59800	61095
13874	63866
35566	13517
72358	14345
40000	20199
32215	29311
81498	28619
89573	81056
18058	61261
91114	88061
76034	55469
87211	67260
37781	3951
58969	32062
74826	18957
15239	54570
33232	50027
20165	39204
19852	20539
14109	66281
81465	14033
54545	75589
805	29356
23083	36757
94060	79547
20836	86204
66400	2654
44288	89437
72546	76303
28904	57903
27364	41709
85200	41116
65182	30665
81629	1652
5925	13678
60941	36382
66142	28988
99373	83551
84424	31029
94613	7258
60971	32049
91853	27695
33880	48492
88750	7987
91803	51714
97846	74252
78364	90825
98734	60435
75077	19789
2481	3926
75129	61099
90638	91995
74183	26534
64063	83973
3347	59345
80821	78669
93820	44019
70842	46978
48133	95813
51864	42900
48652	21580
81796	78393
78090	11180
81557	47922
78918	14166
62588	96297
78956	88921
57423	97161
56981	73515
2655	7734
27150	45001
58286	99663
6537	73601
90047	98387
65303	7508
36976	59076
16706	77541
85921	8825
48789	75961
57891	72973
32205	97130
23745	4804
11573	36264
94875	51034
7816	17527
30955	97454
66878	67687
4327	74334
2324	98359
64243	29213
40170	76726
1943	62132
8080	38869
50919	10577
63462	68673
4095	9194
19329	4900
46600	14333
2690	42566
637	55608
41044	35341
20949	90456
42912	56073
8438	18716
49929	36312
64777	86139
45050	1279
19243	6457
28922	58556
93151	73238
70011	49070
56178	13592
11221	62396
74822	49493
9806	22342
51772	36954
26281	18044
99343	81136
31740	34599
33618	71670
31454	34434
31398	54200
98966	39968
14897	71648
24805	24443
61679	83781
33253	40171
80634	26367
8690	88477
47862	92233
5585	28694
61539	93139
30516	20799
26106	39216
7102	98145
55613	59407
27216	96099
10593	19654
11201	86758
97780	94840
33894	78062
79499	11675
57279	58413
80387	74033
43140	44166
65365	93085
81395	68171
10428	42407
83539	36206
22257	69770
22741	93565
93137	41947
71578	98160
46282	63339
27234	90406
13816	72260
28075	9801
45984	11776
94341	45363
69582	64824
66138	23209
45812	76492
55882	63006
76000	45501
39079	90384
15443	30484
17640	57044
18702	31156
34299	53246
9793	72798
9069	77107
73614	78046
89944	85940
88377	70567
89198	86995
69728	96889
65819	20409
14768	36728
80412	66877
51204	79668
41090	60764
72576	58045
66989	90495
45790	23450
33763	37247
85832	5690
70448	41773
95738	17637
11161	47393
86293	22767
8586	99805
52508	89649
82775	71113
90499	78547
9750	30253
82367	37574
62097	88580
38632	89984
28907	19464
94667	87528
39657	84118
65965	25954
77150	33864
22754	82421
67115	85830
76343	81559
33603	99590
12606	82238
18744	19277
88652	83250
73677	90834
42255	82666
28534	15323
66556	87240
8022	99128
59524	88049
90487	80772
66724	54557
31949	25563
84997	62440
71744	98120
12748	38193
11311	41678
99804	99045
38639	57271
72980	31032
61053	35220
99877	94605
89038	48196
20005	94987
50668	69040
61480	41358
23135	94888
27518	34228
55149	23566
51897	45852
68231	77233
49450	38400
58190	23923
90219	15022
23005	76018
75723	82498
8035	4467
42969	94602
54429	18981
35068	60975
91751	44704
65682	95946
35112	97296
49711	67294
41132	16464
4710	5765
5400	51445
64978	46431
20339	69642
97727	70900
90477	9633
21285	95630
88653	36892
11671	47374
51800	13605
8114	62015
48423	64779
98807	277
73477	66400
78572	57036
74321	91329
96091	2305
39588	36587
74338	55233
42438	93042
14190	98535
69845	32060
96706	43470
90153	81463
78657	32892
32352	3126
59745	80173
72623	79028
20292	37946
82396	94782
71246	83285
83217	99718
80869	77889
46522	28118
34703	83462
83708	47102
28629	66641
89033	78757
59806	52662
21535	12432
48458	49324
62344	19194
89769	48085
5415	62029
94552	75479
13631	963
2852	87287
57795	53675
13939	34293
53632	78980
236	56544
80281	85593
78393	83639
72060	45365
90666	33498
41337	48785
52321	61507
78472	34142
12621	57551
90716	24186
22074	17563
20647	9450
43764	98051
33937	51920
38992	26933
16249	32833
33747	63834
60800	78981
47966	29684
6465	51682
968	50799
48037	12614
75398	74834
4433	42383
50083	18443
45405	56878
54068	88361
33031	53896
56629	90663
60052	54325
14184	43913
59856	37461
49048	56925
54794	21265
60525	50357
21407	80443
43655	60861
97832	9787
22169	93400
27884	74405
88944	212
92213	61193
62732	12460
78491	51714
48259	55641
59971	27893
34119	51026
95616	23906
90306	39820
88886	30676
95299	6746
36082	36281
80726	45611
33775	23044
25290	5213
52581	94389
30714	67921
45907	9213
10101	19308
89146	15329
22763	18617
9295	28067
32328	70400
67166	83998
3592	76133
82561	85323
2471	21686
99911	93136
9967	66247
97881	66620
44536	57306
35535	64245
51997	47901
51783	39893
23880	98021
20608	43781
34707	66989
70263	73452
47140	97949
1258	72519
40222	12753
21642	86489
45089	5720
29069	28544
49645	6326
10275	68914
24239	44631
69195	88333
28738	79506
40488	15993
45276	29354
76069	62560
92360	66406
54490	95251
89130	40036
75276	79315
60598	45257
22003	54005
40988	76241
38162	63586
81156	62673
94987	25954
92523	86427
78971	22720
91065	77393
14694	80694
16935	40926
32289	19999
35016	63130
62766	45605
41579	78475
79186	11766
13411	82296
3766	74951
14229	23021
70242	14407
89218	19259
51229	52914
98628	32517
86878	44473
87169	17889
89276	17804
17470	64002
54341	33879
53633	63824
28093	79091
50323	39278
85715	17929
95807	98075
45938	62294
73594	96465
78703	83730
95212	75622
66807	23998
54624	56442
58751	84005
46146	59298
20350	73886
66126	71712
71637	18291
2474	39325
63844	31871
69980	46953
68323	18932
59477	65781
48887	74905
65031	49810
74968	57938
11604	70332
54216	65432
61169	58448
14489	38890
46706	8819
78076	78638
68631	40868
78518	1047
78731	94398
21394	83982
48207	48123
28242	59298
84849	82056
89085	46403
15514	33975
36179	14002
24835	53209
28224	51348
32474	89384
48144	80887
13105	33099
45042	84878
68127	62453
92204	71097
74715	16957
85780	94767
91951	72877
94433	77571
5770	10940
73306	71785
84455	58238
99646	17359
50659	95931
6462	27838
72212	49820
84855	48234
12567	30385
1782	21498
52374	97111
28968	95577
76881	67932
48866	10992
24017	15788
35391	90100
76754	45776
93188	50229
64384	4060
67617	98158
53281	2743
82996	42254
99594	34017
73949	72692
5469	36250
37661	49458
1406	13537
60151	74415
99453	72583
17071	9377
34034	34521
49722	5423
28407	21992
87140	5596
16344	34611
40098	8673
94389	29412
47554	90050
91183	89996
13385	7496
75513	56746
23973	89556
64268	60055
96615	60322
55867	42205
98213	81727
4621	57993
72998	97898
6019	19499
25950	18533
27500	75568
60521	80459
94105	11789
37256	62739
27518	43654
11720	46642
47993	83305
92074	67015
75103	57486
9313	82246
58933	57837
79247	24564
79311	62983
68583	79762
13410	9016
12170	67346
13593	30162
18564	41946
29129	4153
65309	91556
33089	81659
35313	31014
59800	74847
93771	18989
35251	73233
56498	8354
26654	66447
28708	62041
99764	34742
32302	37965
7990	72592
57549	98547
4883	5498
60118	77578
80147	78290
58671	92470
605	94833
72737	97820
31061	71738
27541	4357
42041	77710
79043	55056
20459	25511
36002	78014
78631	55016
31439	22591
54642	92036
96233	90118
46730	28794
27963	88305
72696	47844
17615	58235
57214	10800
51630	14296
91715	74416
63019	24133
53707	45176
42246	18479
94552	70247
38188	48253
55768	21538
26069	44483
52612	64789
19798	8984
85889	41382
89721	22341
26647	3474
56437	10900
80426	92389
22357	6771
17111	31953
32144	72757
97473	22779
53707	4425
18581	49891
32164	72889
53600	3535
83186	8489
11629	33206
10848	85934
10624	41031
40077	67586
43485	32945
60741	78995
5969	25801
81663	5343
59599	76701
348	82740
92849	39484
23030	74444
5107	46724
53157	99201
7519	62952
84021	27069
11536	67670
26533	31930
